Status_checking,Duration,Credit_history,Purpose,Credit_amount,Savings,Employment,Installment_rate,Personal_status,Other_debtors,Residence_since,Property,Age,Other_installment_plans,Housing,Number_existing_credits,Job,Number_people_liable,Telephone,Foreign_worker
< 0 DM,48,Existing credits paid back duly till now,Business,4308,< 100 DM,< 1 year,3,Female: divorced/separated/married,,4,Building society savings / life insurance,24,,Rent,1,Skilled,1,,Yes
No checking account,30,Critical account / other credits existing,Radio / television,3077,Unknown / no savings,>= 7 years,3,Male: single,,2,Car or other (not savings),40,,Own,2,Skilled,2,"Yes, registered",Yes
0 <= balance < 200 DM,36,Existing credits paid back duly till now,Education,2273,< 100 DM,4 <= employment < 7 years,3,Male: single,,1,Car or other (not savings),32,,Own,2,Skilled,2,,Yes
0 <= balance < 200 DM,18,Critical account / other credits existing,Car (new),884,< 100 DM,>= 7 years,4,Male: single,,4,Car or other (not savings),36,Bank,Own,1,Skilled,2,"Yes, registered",Yes
No checking account,24,Critical account / other credits existing,Radio / television,2223,100 <= savings < 500 DM,>= 7 years,4,Male: single,,4,Building society savings / life insurance,52,Bank,Own,2,Skilled,1,,Yes
No checking account,24,Existing credits paid back duly till now,Radio / television,1552,< 100 DM,4 <= employment < 7 years,3,Male: single,,1,Car or other (not savings),32,Bank,Own,1,Skilled,2,,Yes
No checking account,24,Existing credits paid back duly till now,Car (new),1393,< 100 DM,1 <= employment < 4 years,2,Male: single,Guarantor,2,Real estate,31,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,9,Existing credits paid back duly till now,Radio / television,1478,< 100 DM,4 <= employment < 7 years,4,Male: single,,2,Car or other (not savings),22,,Own,1,Skilled,1,,Yes
< 0 DM,36,Existing credits paid back duly till now,Furniture / equipment,2712,< 100 DM,>= 7 years,2,Male: single,,2,Building society savings / life insurance,41,Bank,Own,1,Skilled,2,,Yes
< 0 DM,12,Existing credits paid back duly till now,Car (used),3386,< 100 DM,>= 7 years,3,Male: single,,4,Unknown / no property,35,,For free,1,Skilled,1,"Yes, registered",Yes
< 0 DM,42,Delay in paying off in the past,Radio / television,4370,< 100 DM,4 <= employment < 7 years,3,Male: single,,2,Building society savings / life insurance,26,Bank,Own,2,Skilled,2,"Yes, registered",Yes
0 <= balance < 200 DM,6,Existing credits paid back duly till now,Car (new),14555,Unknown / no savings,Unemployed,1,Male: single,,2,Building society savings / life insurance,23,,Own,1,Unemployed / unskilled resident,1,"Yes, registered",Yes
No checking account,21,Critical account / other credits existing,Furniture / equipment,2288,< 100 DM,< 1 year,4,Female: divorced/separated/married,,4,Building society savings / life insurance,23,,Own,1,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,18,No credits taken / all credits paid back duly,Furniture / equipment,3244,< 100 DM,1 <= employment < 4 years,1,Female: divorced/separated/married,,4,Car or other (not savings),33,Bank,Own,2,Skilled,1,"Yes, registered",Yes
>= 200 DM / salary assigned >= 1 year,12,Delay in paying off in the past,Car (new),2247,< 100 DM,1 <= employment < 4 years,2,Female: divorced/separated/married,,2,Car or other (not savings),36,Stores,Own,2,Skilled,1,"Yes, registered",Yes
No checking account,12,Critical account / other credits existing,Car (new),926,< 100 DM,Unemployed,1,Female: divorced/separated/married,,2,Building society savings / life insurance,38,,Own,1,Unemployed / unskilled resident,1,,Yes
< 0 DM,36,Existing credits paid back duly till now,Car (new),9271,< 100 DM,4 <= employment < 7 years,2,Male: single,,1,Car or other (not savings),24,,Own,1,Skilled,1,"Yes, registered",Yes
< 0 DM,24,Existing credits paid back duly till now,Radio / television,2439,< 100 DM,< 1 year,4,Female: divorced/separated/married,,4,Real estate,35,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,12,Existing credits paid back duly till now,Radio / television,804,< 100 DM,>= 7 years,4,Male: single,,4,Car or other (not savings),38,,Own,1,Skilled,1,,Yes
< 0 DM,6,Existing credits paid back duly till now,Car (new),1203,100 <= savings < 500 DM,>= 7 years,3,Male: single,,2,Building society savings / life insurance,43,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,18,Critical account / other credits existing,Car (new),1028,< 100 DM,1 <= employment < 4 years,4,Female: divorced/separated/married,,3,Real estate,36,,Own,2,Skilled,1,,Yes
No checking account,18,Critical account / other credits existing,Car (used),3850,< 100 DM,4 <= employment < 7 years,3,Male: single,,1,Car or other (not savings),27,,Own,2,Skilled,1,,Yes
>= 200 DM / salary assigned >= 1 year,24,Existing credits paid back duly till now,Car (new),947,< 100 DM,4 <= employment < 7 years,4,Male: single,,3,Unknown / no property,38,Bank,For free,1,Skilled,2,,Yes
< 0 DM,48,Existing credits paid back duly till now,Car (used),4788,< 100 DM,4 <= employment < 7 years,4,Male: single,,3,Building society savings / life insurance,26,,Own,1,Skilled,2,,Yes
< 0 DM,12,Existing credits paid back duly till now,Furniture / equipment,708,< 100 DM,1 <= employment < 4 years,2,Male: single,Guarantor,3,Building society savings / life insurance,38,,Own,1,Unskilled non-resident,2,,Yes
No checking account,24,Existing credits paid back duly till now,Car (used),7814,< 100 DM,4 <= employment < 7 years,3,Male: single,,3,Car or other (not savings),38,,Own,1,Highly skilled,1,"Yes, registered",Yes
No checking account,15,Existing credits paid back duly till now,Domestic appliances,874,Unknown / no savings,< 1 year,4,Female: divorced/separated/married,,1,Real estate,24,,Own,1,Skilled,1,,Yes
< 0 DM,48,Existing credits paid back duly till now,Radio / television,6999,< 100 DM,4 <= employment < 7 years,1,Male: married/widowed,Guarantor,1,Real estate,34,,Own,2,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,6,Existing credits paid back duly till now,Repairs,454,< 100 DM,< 1 year,3,Male: married/widowed,,1,Building society savings / life insurance,22,,Own,1,Unskilled non-resident,1,,Yes
No checking account,20,Critical account / other credits existing,Car (new),3485,Unknown / no savings,< 1 year,2,Male: divorced/separated,,4,Real estate,44,,Own,2,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,12,Existing credits paid back duly till now,Retraining,754,Unknown / no savings,>= 7 years,4,Male: single,,4,Building society savings / life insurance,38,,Own,2,Skilled,1,,Yes
0 <= balance < 200 DM,24,Existing credits paid back duly till now,Radio / television,3092,100 <= savings < 500 DM,< 1 year,3,Male: married/widowed,,2,Car or other (not savings),22,,Rent,1,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,48,Existing credits paid back duly till now,Furniture / equipment,9960,< 100 DM,< 1 year,1,Female: divorced/separated/married,,2,Car or other (not savings),26,,Own,1,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,24,Critical account / other credits existing,Furniture / equipment,4736,< 100 DM,< 1 year,2,Female: divorced/separated/married,,4,Car or other (not savings),25,Bank,Own,1,Unskilled non-resident,1,,Yes
< 0 DM,30,No credits taken / all credits paid back duly,Business,8072,Unknown / no savings,< 1 year,2,Male: single,,3,Car or other (not savings),25,Bank,Own,3,Skilled,1,,Yes
No checking account,12,Existing credits paid back duly till now,Car (new),1386,500 <= savings < 1000 DM,1 <= employment < 4 years,2,Female: divorced/separated/married,,2,Building society savings / life insurance,26,,Own,1,Skilled,1,,Yes
< 0 DM,12,Existing credits paid back duly till now,Car (new),1168,< 100 DM,1 <= employment < 4 years,4,Male: married/widowed,,3,Real estate,27,,Own,1,Unskilled non-resident,1,,Yes
0 <= balance < 200 DM,45,Critical account / other credits existing,Car (used),4576,100 <= savings < 500 DM,Unemployed,3,Male: single,,4,Car or other (not savings),27,,Own,1,Skilled,1,,Yes
< 0 DM,42,Existing credits paid back duly till now,Radio / television,7174,Unknown / no savings,4 <= employment < 7 years,4,Female: divorced/separated/married,,3,Car or other (not savings),30,,Own,1,Highly skilled,1,"Yes, registered",Yes
No checking account,12,Critical account / other credits existing,Car (new),1163,500 <= savings < 1000 DM,1 <= employment < 4 years,4,Male: single,,4,Real estate,44,,Own,1,Skilled,1,"Yes, registered",Yes
< 0 DM,6,Existing credits paid back duly till now,Car (new),1374,Unknown / no savings,Unemployed,4,Female: divorced/separated/married,,3,Building society savings / life insurance,75,,Own,1,Highly skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,27,Existing credits paid back duly till now,Business,2528,< 100 DM,< 1 year,4,Female: divorced/separated/married,,1,Building society savings / life insurance,32,,Own,1,Skilled,2,"Yes, registered",Yes
0 <= balance < 200 DM,72,Existing credits paid back duly till now,Radio / television,5595,100 <= savings < 500 DM,1 <= employment < 4 years,2,Male: married/widowed,,2,Car or other (not savings),24,,Own,1,Skilled,1,,Yes
< 0 DM,12,Existing credits paid back duly till now,Furniture / equipment,1289,< 100 DM,1 <= employment < 4 years,4,Male: single,Guarantor,1,Building society savings / life insurance,21,,Own,1,Unskilled non-resident,1,,Yes
0 <= balance < 200 DM,8,Existing credits paid back duly till now,Furniture / equipment,1237,< 100 DM,1 <= employment < 4 years,3,Female: divorced/separated/married,,4,Real estate,24,,Own,1,Skilled,1,,Yes
0 <= balance < 200 DM,15,Existing credits paid back duly till now,Radio / television,802,< 100 DM,>= 7 years,4,Male: single,,3,Car or other (not savings),37,,Own,1,Skilled,2,,Yes
0 <= balance < 200 DM,48,No credits taken / all credits paid back duly,Business,14421,< 100 DM,1 <= employment < 4 years,2,Male: single,,2,Car or other (not savings),25,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,6,Existing credits paid back duly till now,Radio / television,2108,< 100 DM,4 <= employment < 7 years,2,Male: married/widowed,,2,Real estate,29,,Rent,1,Skilled,1,,Yes
< 0 DM,15,Existing credits paid back duly till now,Business,806,< 100 DM,1 <= employment < 4 years,4,Female: divorced/separated/married,,4,Building society savings / life insurance,22,,Own,1,Unskilled non-resident,1,,Yes
No checking account,12,Critical account / other credits existing,Business,1264,Unknown / no savings,>= 7 years,4,Male: single,,4,Unknown / no property,57,,Rent,1,Unskilled non-resident,1,,Yes
0 <= balance < 200 DM,6,Delay in paying off in the past,Furniture / equipment,1050,< 100 DM,Unemployed,4,Male: single,,1,Building society savings / life insurance,35,Stores,Own,2,Highly skilled,1,"Yes, registered",Yes
No checking account,24,Existing credits paid back duly till now,Car (used),3488,100 <= savings < 500 DM,4 <= employment < 7 years,3,Female: divorced/separated/married,,4,Car or other (not savings),23,,Own,1,Skilled,1,,Yes
< 0 DM,9,Critical account / other credits existing,Repairs,1288,100 <= savings < 500 DM,>= 7 years,3,Male: single,Guarantor,4,Real estate,48,,Own,2,Skilled,2,,No
No checking account,12,Existing credits paid back duly till now,Furniture / equipment,1123,500 <= savings < 1000 DM,1 <= employment < 4 years,4,Female: divorced/separated/married,,4,Car or other (not savings),29,,Rent,1,Unskilled non-resident,1,,Yes
< 0 DM,9,Existing credits paid back duly till now,Car (new),1422,< 100 DM,< 1 year,3,Male: single,,2,Unknown / no property,27,,For free,1,Highly skilled,1,"Yes, registered",Yes
< 0 DM,30,Existing credits paid back duly till now,Repairs,11998,< 100 DM,< 1 year,1,Male: divorced/separated,,1,Unknown / no property,34,,Own,1,Unskilled non-resident,1,"Yes, registered",Yes
< 0 DM,12,Existing credits paid back duly till now,Furniture / equipment,3590,< 100 DM,1 <= employment < 4 years,2,Male: single,Co-applicant,2,Building society savings / life insurance,29,,Own,1,Unskilled non-resident,2,,Yes
< 0 DM,24,All credits at this bank paid back duly,Car (new),2325,100 <= savings < 500 DM,4 <= employment < 7 years,2,Male: single,,3,Car or other (not savings),32,Bank,Own,1,Skilled,1,,Yes
No checking account,27,Delay in paying off in the past,Business,5117,< 100 DM,4 <= employment < 7 years,3,Male: single,,4,Car or other (not savings),26,,Own,2,Skilled,1,,Yes
0 <= balance < 200 DM,24,Existing credits paid back duly till now,Radio / television,2039,< 100 DM,< 1 year,1,Male: married/widowed,,1,Building society savings / life insurance,22,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,15,Critical account / other credits existing,Furniture / equipment,2788,< 100 DM,4 <= employment < 7 years,2,Female: divorced/separated/married,Co-applicant,3,Car or other (not savings),24,Bank,Own,2,Skilled,1,,Yes
No checking account,12,Critical account / other credits existing,Radio / television,1240,Unknown / no savings,>= 7 years,4,Female: divorced/separated/married,,2,Real estate,38,,Own,2,Skilled,1,"Yes, registered",Yes
No checking account,18,All credits at this bank paid back duly,Car (new),6458,< 100 DM,>= 7 years,2,Male: single,,4,Unknown / no property,39,Bank,Own,2,Highly skilled,2,"Yes, registered",Yes
0 <= balance < 200 DM,13,Critical account / other credits existing,Radio / television,882,< 100 DM,< 1 year,4,Male: single,Guarantor,4,Real estate,23,,Own,2,Skilled,1,,Yes
No checking account,18,Critical account / other credits existing,Radio / television,1149,>= 1000 DM,1 <= employment < 4 years,4,Male: single,,3,Real estate,46,,Own,2,Skilled,1,,Yes
0 <= balance < 200 DM,12,Existing credits paid back duly till now,Radio / television,1484,Unknown / no savings,1 <= employment < 4 years,2,Male: married/widowed,,1,Real estate,25,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,36,Existing credits paid back duly till now,Education,9055,Unknown / no savings,1 <= employment < 4 years,2,Male: single,,4,Unknown / no property,35,,For free,1,Unskilled non-resident,2,"Yes, registered",Yes
0 <= balance < 200 DM,18,Critical account / other credits existing,Furniture / equipment,1928,< 100 DM,< 1 year,2,Male: single,,2,Real estate,31,,Own,2,Unskilled non-resident,1,,Yes
>= 200 DM / salary assigned >= 1 year,12,Existing credits paid back duly till now,Furniture / equipment,1424,Unknown / no savings,>= 7 years,3,Female: divorced/separated/married,,4,Real estate,55,,Own,1,Highly skilled,1,"Yes, registered",Yes
No checking account,24,Critical account / other credits existing,Radio / television,2578,>= 1000 DM,>= 7 years,2,Male: single,,2,Car or other (not savings),34,,Own,1,Skilled,1,,Yes
No checking account,48,Existing credits paid back duly till now,Business,4844,< 100 DM,Unemployed,3,Male: single,,2,Car or other (not savings),33,Bank,Rent,1,Highly skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,30,Existing credits paid back duly till now,Radio / television,2991,Unknown / no savings,>= 7 years,2,Female: divorced/separated/married,,4,Car or other (not savings),25,,Own,1,Skilled,1,,Yes
No checking account,12,Critical account / other credits existing,Furniture / equipment,1258,< 100 DM,< 1 year,2,Female: divorced/separated/married,,4,Building society savings / life insurance,22,,Rent,2,Unskilled non-resident,1,,Yes
< 0 DM,9,Existing credits paid back duly till now,Radio / television,1366,< 100 DM,< 1 year,3,Female: divorced/separated/married,,4,Building society savings / life insurance,22,,Rent,1,Skilled,1,,Yes
< 0 DM,36,Existing credits paid back duly till now,Car (used),8335,Unknown / no savings,>= 7 years,3,Male: single,,4,Unknown / no property,47,,For free,1,Skilled,1,,Yes
< 0 DM,36,All credits at this bank paid back duly,Furniture / equipment,2746,< 100 DM,>= 7 years,4,Male: single,,4,Car or other (not savings),31,Bank,Own,1,Skilled,1,,Yes
No checking account,15,Delay in paying off in the past,Radio / television,1478,< 100 DM,1 <= employment < 4 years,4,Male: married/widowed,,3,Real estate,33,Bank,Own,2,Skilled,1,,Yes
0 <= balance < 200 DM,12,Existing credits paid back duly till now,Car (new),888,< 100 DM,>= 7 years,4,Male: single,,4,Car or other (not savings),41,Bank,Own,1,Unskilled non-resident,2,,Yes
No checking account,18,Critical account / other credits existing,Education,1864,100 <= savings < 500 DM,1 <= employment < 4 years,4,Female: divorced/separated/married,,2,Real estate,30,,Own,2,Skilled,1,,Yes
No checking account,6,Critical account / other credits existing,Radio / television,1898,Unknown / no savings,1 <= employment < 4 years,1,Male: single,,2,Real estate,34,,Own,2,Unskilled non-resident,2,,Yes
No checking account,36,Existing credits paid back duly till now,Business,5742,100 <= savings < 500 DM,4 <= employment < 7 years,2,Male: single,,2,Car or other (not savings),31,,Own,2,Skilled,1,"Yes, registered",Yes
< 0 DM,6,All credits at this bank paid back duly,Education,1198,< 100 DM,>= 7 years,4,Female: divorced/separated/married,,4,Unknown / no property,35,,For free,1,Skilled,1,,Yes
< 0 DM,48,Existing credits paid back duly till now,Car (new),7763,< 100 DM,>= 7 years,4,Male: single,,4,Unknown / no property,42,Bank,For free,1,Highly skilled,1,,Yes
>= 200 DM / salary assigned >= 1 year,30,Critical account / other credits existing,Radio / television,3017,< 100 DM,>= 7 years,4,Male: single,,4,Building society savings / life insurance,47,,Own,1,Skilled,1,,Yes
No checking account,12,Existing credits paid back duly till now,Education,719,< 100 DM,>= 7 years,4,Male: single,,4,Car or other (not savings),41,Bank,Own,1,Unskilled non-resident,2,,Yes
0 <= balance < 200 DM,6,Existing credits paid back duly till now,Radio / television,368,Unknown / no savings,>= 7 years,4,Male: single,,4,Building society savings / life insurance,38,,Own,1,Skilled,1,,Yes
No checking account,15,Existing credits paid back duly till now,Radio / television,1213,500 <= savings < 1000 DM,>= 7 years,4,Male: single,,3,Building society savings / life insurance,47,Stores,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,24,Existing credits paid back duly till now,Car (new),1474,100 <= savings < 500 DM,< 1 year,4,Male: married/widowed,,3,Real estate,33,,Own,1,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,9,Critical account / other credits existing,Radio / television,1154,< 100 DM,>= 7 years,2,Male: single,,4,Real estate,37,,Own,3,Unskilled non-resident,1,,Yes
No checking account,18,Existing credits paid back duly till now,Radio / television,1505,< 100 DM,1 <= employment < 4 years,4,Male: single,,2,Unknown / no property,32,,For free,1,Highly skilled,1,"Yes, registered",Yes
< 0 DM,24,Existing credits paid back duly till now,Furniture / equipment,3234,< 100 DM,< 1 year,4,Female: divorced/separated/married,,4,Real estate,23,,Rent,1,Unskilled non-resident,1,"Yes, registered",Yes
No checking account,15,Critical account / other credits existing,Car (new),5045,Unknown / no savings,>= 7 years,1,Female: divorced/separated/married,,4,Car or other (not savings),59,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,12,Existing credits paid back duly till now,Car (new),2390,Unknown / no savings,>= 7 years,4,Male: single,,3,Car or other (not savings),50,,Own,1,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,24,Existing credits paid back duly till now,Furniture / equipment,4057,< 100 DM,4 <= employment < 7 years,3,Male: divorced/separated,,3,Car or other (not savings),43,,Own,1,Skilled,1,"Yes, registered",Yes
< 0 DM,36,Existing credits paid back duly till now,Furniture / equipment,3959,< 100 DM,Unemployed,4,Male: single,,3,Building society savings / life insurance,30,,Own,1,Highly skilled,1,"Yes, registered",Yes
< 0 DM,12,Existing credits paid back duly till now,Furniture / equipment,2578,< 100 DM,Unemployed,3,Female: divorced/separated/married,,4,Unknown / no property,55,,For free,1,Highly skilled,1,,Yes
0 <= balance < 200 DM,36,Existing credits paid back duly till now,Car (used),6948,< 100 DM,1 <= employment < 4 years,2,Male: single,,2,Car or other (not savings),35,,Rent,1,Highly skilled,1,"Yes, registered",Yes
No checking account,11,Critical account / other credits existing,Radio / television,1154,100 <= savings < 500 DM,Unemployed,4,Female: divorced/separated/married,,4,Real estate,57,,Own,3,Unskilled non-resident,1,,Yes
< 0 DM,21,Critical account / other credits existing,Car (new),571,< 100 DM,>= 7 years,4,Male: single,,4,Real estate,65,,Own,2,Skilled,1,,Yes
>= 200 DM / salary assigned >= 1 year,15,Existing credits paid back duly till now,Business,2687,< 100 DM,4 <= employment < 7 years,2,Male: single,,4,Building society savings / life insurance,26,,Rent,1,Skilled,1,"Yes, registered",Yes
< 0 DM,21,Existing credits paid back duly till now,Radio / television,3357,>= 1000 DM,< 1 year,4,Female: divorced/separated/married,,2,Car or other (not savings),29,Bank,Own,1,Skilled,1,,Yes
0 <= balance < 200 DM,9,Existing credits paid back duly till now,Car (new),3195,Unknown / no savings,1 <= employment < 4 years,1,Female: divorced/separated/married,,2,Real estate,33,,Own,1,Unskilled non-resident,1,,Yes
0 <= balance < 200 DM,48,Existing credits paid back duly till now,Radio / television,3060,< 100 DM,4 <= employment < 7 years,4,Male: single,,4,Real estate,28,,Own,2,Skilled,1,,Yes
0 <= balance < 200 DM,18,Critical account / other credits existing,Furniture / equipment,7374,< 100 DM,Unemployed,4,Male: single,,4,Building society savings / life insurance,40,Stores,Own,2,Highly skilled,1,"Yes, registered",Yes
< 0 DM,24,Existing credits paid back duly till now,Car (new),4817,< 100 DM,4 <= employment < 7 years,2,Male: single,Co-applicant,3,Building society savings / life insurance,31,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,12,Critical account / other credits existing,Business,2292,< 100 DM,Unemployed,4,Male: single,,2,Car or other (not savings),42,Stores,Own,2,Highly skilled,1,"Yes, registered",Yes
>= 200 DM / salary assigned >= 1 year,6,Critical account / other credits existing,Education,1047,< 100 DM,1 <= employment < 4 years,2,Female: divorced/separated/married,,4,Building society savings / life insurance,50,,Own,1,Unskilled non-resident,1,,Yes
< 0 DM,18,Critical account / other credits existing,Car (new),3966,< 100 DM,>= 7 years,1,Female: divorced/separated/married,,4,Real estate,33,Bank,Rent,3,Skilled,1,"Yes, registered",Yes
No checking account,24,Existing credits paid back duly till now,Business,1258,< 100 DM,4 <= employment < 7 years,4,Male: single,,1,Real estate,25,,Own,1,Skilled,1,"Yes, registered",Yes
No checking account,27,Critical account / other credits existing,Furniture / equipment,4526,>= 1000 DM,< 1 year,4,Male: single,,2,Real estate,32,Stores,Own,2,Unskilled non-resident,2,"Yes, registered",Yes
< 0 DM,24,Existing credits paid back duly till now,Radio / television,1282,100 <= savings < 500 DM,1 <= employment < 4 years,4,Female: divorced/separated/married,,2,Car or other (not savings),32,,Own,1,Unskilled non-resident,1,,Yes
0 <= balance < 200 DM,60,Delay in paying off in the past,Radio / television,9157,Unknown / no savings,1 <= employment < 4 years,2,Male: single,,2,Unknown / no property,27,,For free,1,Highly skilled,1,,Yes
< 0 DM,24,Existing credits paid back duly till now,Car (new),3123,< 100 DM,< 1 year,4,Female: divorced/separated/married,,1,Building society savings / life insurance,27,,Own,1,Skilled,1,,Yes
>= 200 DM / salary assigned >= 1 year,9,No credits taken / all credits paid back duly,Radio / television,1337,< 100 DM,< 1 year,4,Male: single,,2,Car or other (not savings),34,,Own,2,Highly skilled,1,"Yes, registered",Yes
No checking account,15,Existing credits paid back duly till now,Furniture / equipment,2186,Unknown / no savings,4 <= employment < 7 years,1,Female: divorced/separated/married,,4,Real estate,33,Bank,Rent,1,Unskilled non-resident,1,,Yes
< 0 DM,12,Existing credits paid back duly till now,Car (new),759,< 100 DM,4 <= employment < 7 years,4,Male: single,,2,Real estate,26,,Own,1,Skilled,1,,Yes
< 0 DM,48,All credits at this bank paid back duly,Business,7685,< 100 DM,4 <= employment < 7 years,2,Female: divorced/separated/married,Guarantor,4,Car or other (not savings),37,,Rent,1,Skilled,1,,Yes
No checking account,4,Existing credits paid back duly till now,Furniture / equipment,601,< 100 DM,< 1 year,1,Female: divorced/separated/married,,3,Real estate,23,,Rent,1,Unskilled non-resident,2,,Yes
No checking account,24,Delay in paying off in the past,Business,3863,< 100 DM,1 <= employment < 4 years,1,Male: single,,2,Unknown / no property,32,,For free,1,Skilled,1,,Yes
< 0 DM,60,Existing credits paid back duly till now,Business,7297,< 100 DM,>= 7 years,4,Male: single,Co-applicant,4,Unknown / no property,36,,Rent,1,Skilled,1,,Yes
No checking account,12,Critical account / other credits existing,Furniture / equipment,1935,< 100 DM,>= 7 years,4,Male: single,,4,Real estate,43,,Own,3,Skilled,1,"Yes, registered",Yes
< 0 DM,36,Critical account / other credits existing,Furniture / equipment,5371,< 100 DM,1 <= employment < 4 years,3,Male: single,Guarantor,2,Building society savings / life insurance,28,,Own,2,Skilled,1,,Yes
No checking account,12,Existing credits paid back duly till now,Radio / television,2141,100 <= savings < 500 DM,4 <= employment < 7 years,3,Male: single,,1,Unknown / no property,35,,Own,1,Skilled,1,,Yes
No checking account,12,Existing credits paid back duly till now,Radio / television,2073,100 <= savings < 500 DM,1 <= employment < 4 years,4,Female: divorced/separated/married,Co-applicant,2,Real estate,28,,Own,1,Skilled,1,,Yes
0 <= balance < 200 DM,36,Critical account / other credits existing,Car (used),5800,< 100 DM,1 <= employment < 4 years,3,Male: single,,4,Car or other (not savings),34,,Own,2,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,6,Existing credits paid back duly till now,Radio / television,590,< 100 DM,< 1 year,3,Male: married/widowed,,3,Real estate,26,,Own,1,Unskilled non-resident,1,,No
< 0 DM,12,Existing credits paid back duly till now,Car (new),1893,< 100 DM,1 <= employment < 4 years,4,Female: divorced/separated/married,Guarantor,4,Building society savings / life insurance,29,,Own,1,Skilled,1,"Yes, registered",Yes
< 0 DM,9,Existing credits paid back duly till now,Car (new),654,< 100 DM,1 <= employment < 4 years,4,Male: single,,3,Car or other (not savings),28,,Own,1,Unskilled non-resident,1,,Yes
0 <= balance < 200 DM,7,Existing credits paid back duly till now,Radio / television,2329,< 100 DM,< 1 year,1,Female: divorced/separated/married,Guarantor,1,Real estate,45,,Own,1,Skilled,1,,Yes
< 0 DM,12,Existing credits paid back duly till now,Education,1200,Unknown / no savings,1 <= employment < 4 years,4,Female: divorced/separated/married,,4,Building society savings / life insurance,23,Bank,Rent,1,Skilled,1,"Yes, registered",Yes
No checking account,12,Existing credits paid back duly till now,Car (used),1413,>= 1000 DM,4 <= employment < 7 years,3,Male: single,,2,Building society savings / life insurance,55,,Own,1,Skilled,1,,No
No checking account,24,Critical account / other credits existing,Car (new),2463,100 <= savings < 500 DM,4 <= employment < 7 years,4,Male: married/widowed,,3,Building society savings / life insurance,27,,Own,2,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,30,All credits at this bank paid back duly,Furniture / equipment,3496,>= 1000 DM,1 <= employment < 4 years,4,Male: single,,2,Car or other (not savings),34,Stores,Own,1,Skilled,2,"Yes, registered",Yes
0 <= balance < 200 DM,15,Existing credits paid back duly till now,Car (new),2631,100 <= savings < 500 DM,1 <= employment < 4 years,2,Female: divorced/separated/married,,4,Car or other (not savings),28,,Rent,2,Skilled,1,"Yes, registered",Yes
< 0 DM,24,Critical account / other credits existing,Car (used),6419,< 100 DM,>= 7 years,2,Female: divorced/separated/married,,4,Unknown / no property,44,,For free,2,Highly skilled,2,"Yes, registered",Yes
No checking account,24,Existing credits paid back duly till now,Car (new),3757,< 100 DM,>= 7 years,4,Female: divorced/separated/married,Co-applicant,4,Unknown / no property,62,,For free,1,Skilled,1,"Yes, registered",Yes
< 0 DM,36,Existing credits paid back duly till now,Car (new),1842,< 100 DM,< 1 year,4,Female: divorced/separated/married,,4,Car or other (not savings),34,,Own,1,Skilled,1,"Yes, registered",Yes
0 <= balance < 200 DM,12,Existing credits paid back duly till now,Radio / television,1331,< 100 DM,< 1 year,2,Male: single,,1,Car or other (not savings),22,Stores,Own,1,Skilled,1,,Yes
0 <= balance < 200 DM,18,Existing credits paid back duly till now,Car (new),5866,100 <= savings < 500 DM,1 <= employment < 4 years,2,Male: single,,2,Car or other (not savings),30,,Own,2,Skilled,1,"Yes, registered",Yes
No checking account,12,No credits taken / all credits paid back duly,Furniture / equipment,2759,< 100 DM,>= 7 years,2,Male: single,,4,Building society savings / life insurance,34,,Own,2,Skilled,1,,Yes
< 0 DM,30,Critical account / other credits existing,Car (used),10623,< 100 DM,>= 7 years,3,Male: single,,4,Unknown / no property,38,,For free,3,Highly skilled,2,"Yes, registered",Yes
0 <= balance < 200 DM,27,Delay in paying off in the past,Car (used),5965,< 100 DM,>= 7 years,1,Male: single,,2,Car or other (not savings),30,,Own,2,Highly skilled,1,"Yes, registered",Yes
>= 200 DM / salary assigned >= 1 year,12,Existing credits paid back duly till now,Radio / television,1297,< 100 DM,1 <= employment < 4 years,3,Male: married/widowed,,4,Real estate,23,,Rent,1,Skilled,1,,Yes
< 0 DM,12,Existing credits paid back duly till now,Car (new),900,Unknown / no savings,1 <= employment < 4 years,4,Male: married/widowed,,2,Car or other (not savings),23,,Own,1,Skilled,1,,Yes
